Date,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2016-11-09,578.38,601.29,577.14,585.08,191.25457801,112901.43385,590.320163965
2016-11-08,574.09,581.28,563.87,578.36,110.56133383,63663.4742883,575.820425486
2016-11-07,577.7,577.7,560.69,574.45,107.63959416,61516.0659195,571.500351702
2016-11-06,569.12,580.95,563.05,578.52,62.44777094,35855.815568,574.172865233
2016-11-05,568.65,570.72,559.4,559.4,72.32335776,41065.0940889,567.798500523
2016-11-04,555.56,572.41,549.86,568.49,81.21562942,45897.7082968,565.133935729
2016-11-03,609.99,611.12,535.3,554.6,300.88614436,174306.039619,579.308960836
2016-11-02,601.81,609.91,590.55,609.91,88.28492966,52652.410431,596.391826258
2016-11-01,573.93,605.4,572.34,601.49,149.49045622,89293.0973528,597.316374641
2016-10-31,577.48,587.85,565.53,574.16,91.33222335,52897.2058674,579.173526354
2016-10-30,590.51,590.51,572.25,578.93,74.60831607,43610.8754721,584.531025083
2016-10-29,571.42,599.88,569.53,591.03,98.2810042,57669.7788584,586.78459106
2016-10-28,565.55,571.2,562.91,571.2,94.08097179,53505.8000596,568.720741736
2016-10-27,555.03,569.21,554.36,566.18,143.82465634,80973.6850009,563.002805371
2016-10-26,540.15,559.73,534.43,555.38,128.55138785,70653.6912257,549.614379179
2016-10-25,534.93,549.99,528.24,541.38,102.67328804,55372.9571613,539.312202992
2016-10-24,537.07,538.48,530.0,536.21,86.1961219,46137.389425,535.260617392
2016-10-23,537.0,539.99,531.45,537.45,114.71903557,61431.870091,535.498487987
2016-10-22,519.71,540.0,518.51,537.0,94.86304092,50345.6315857,530.719140958
2016-10-21,516.67,523.19,516.45,519.81,73.00020162,37890.4580719,519.045937286
2016-10-20,515.39,519.4,508.37,516.67,115.40797091,59470.1866023,515.303978861
2016-10-19,520.7,524.19,505.84,516.58,75.69446648,39088.2071671,516.394513163
2016-10-18,528.82,530.5,512.96,520.83,103.59320743,54165.3489952,522.865835888
2016-10-17,531.88,532.19,525.32,528.88,115.01362892,60890.2948563,529.418082257
2016-10-16,527.62,532.69,527.3,531.15,58.92404247,31287.4446147,530.979262509
2016-10-15,527.81,529.79,525.75,527.59,63.36221838,33470.7165007,528.244075988
2016-10-14,523.75,527.81,515.03,527.81,73.41877141,38505.6253617,524.465673045
2016-10-13,522.86,527.99,516.63,523.26,71.3564368,37385.2310271,523.922335583
2016-10-12,527.45,531.05,513.37,523.43,95.8592881,50391.4079672,525.681016061
2016-10-11,502.46,531.57,501.18,528.0,148.40533964,77111.0173689,519.597324166
2016-10-10,500.67,502.46,494.0,502.46,117.55162924,58887.2119754,500.947646206
2016-10-09,502.06,502.15,498.77,500.7,59.44551492,29791.8708959,501.162634994
2016-10-08,500.53,502.57,499.76,502.11,47.5872709,23864.1768417,501.48235842
2016-10-07,486.7,503.0,485.61,500.83,94.16744729,46531.0202669,494.130632252
